Medicina,Peso,Indice PH
M1692,-7.406074244,-4.866628616
M1693,-6.707888329,-3.829112094
M1694,-8.153687515,-3.02121923
M1695,-7.400872819,-4.066831333
M1696,-6.538537571,-3.728664079
M1697,-7.896281118,-4.676420205
M1698,-6.964913165,-2.94356961
M1699,-6.616117944,-3.717318482
M1700,-5.755087301,-4.295498888
M1701,-6.551238978,-5.171816895
M1702,-6.337307635,-4.481341107
M1703,-7.247978496,-4.719029791
M1704,-7.405172022,-4.344790252
M1705,-6.960468678,-3.757234179
M1706,-7.625325885,-3.419453267
M1707,-6.214545491,-3.891057205
M1708,-6.456919862,-3.941400294
M1709,-6.326253066,-3.737768239
M1710,-6.11745116,-2.142758481
M1711,-7.075542961,-3.767100222
M1712,-7.404010283,-3.90146042
M1713,-6.632057177,-2.895515494
M1714,-6.193628213,-3.937316581
M1715,-6.399134796,-4.471088614
M1716,-6.33809666,-3.34767458
M1717,-5.945708697,-4.250523277
M1718,-6.793263439,-3.858528844
M1719,-6.157132145,-3.386624744
M1720,-7.008292064,-3.434436168
M1721,-6.447349753,-5.122333747
M1722,-7.982507544,-5.653436311
M1723,-5.920525763,-4.491190076
M1724,-8.242434748,-2.843667707
M1725,-6.856040423,-3.835449009
M1726,-7.242346936,-4.106226946
M1727,-7.811287991,-4.109122027
M1728,-6.764921565,-3.273284702
M1729,-6.767429858,-3.768661346
M1730,-6.012153447,-3.666935361
M1731,-6.904195953,-5.463351271
M1732,-6.595660306,-4.121824373
M1733,-6.82983841,-3.986568279
M1734,-5.972630212,-4.60201914
M1735,-6.208612201,-4.01606461
M1736,-6.992542787,-4.421622084
M1737,-6.912966416,-3.391068749
M1738,-5.754398204,-4.399568721
M1739,-7.167630589,-3.086724348
M1740,-6.39940527,-4.029850959
M1741,-7.614848347,-3.373128461
M1742,-7.533362214,-2.400600775
M1743,-6.396052108,-3.953220833
M1744,-6.546186399,-2.953787389
M1745,-6.259335411,-4.750724971
M1746,-7.443233971,-2.723658757
M1747,-6.287407407,-4.845900407
M1748,-6.879652028,-4.045774117
M1749,-7.033231862,-4.22878543
M1750,-5.817598171,-4.804405491
M1751,-5.994068855,-4.915629195
M1752,-8.575754812,-3.547531926
M1753,-6.750457609,-4.972442482
M1754,-7.595169082,-4.93847782
M1755,-7.209685727,-3.209789584
M1756,-7.443974015,-3.998812709
M1757,-5.862865846,-3.734221276
M1758,-6.131250908,-4.63093214
M1759,-6.61130362,-4.13775604
M1760,-6.507607669,-3.785140944
M1761,-6.679285663,-3.882780326
M1762,-6.521211207,-2.748344845
M1763,-6.824097294,-4.436857713
M1764,-7.124952727,-4.104972643
M1765,-6.644591919,-3.417449465
M1766,-7.216929383,-3.336336227
M1767,-7.276059172,-5.381616303
M1768,-7.18881698,-4.274315058
M1769,-7.061691121,-4.473697858
M1770,-6.994379508,-4.011214692
M1771,-5.227743069,-3.639377649
M1772,-7.85627014,-3.688619243
M1773,-7.750225425,-3.201371179
M1774,-6.827758948,-3.686623293
M1775,-7.035428034,-3.779191829
M1776,-7.511105438,-3.338085928
M1777,-6.771109012,-3.699935825
M1778,-6.472906361,-4.927224849
M1779,-7.807605083,-3.923124936
M1780,-7.285506935,-5.158305304
M1781,-7.901534502,-3.222529481
M1782,-6.941495619,-5.47550322
M1783,-6.88534049,-4.384885854
M1784,-6.522197701,-3.934017479
M1785,-7.760457331,-4.02675386
M1786,-6.791755335,-2.681950853
M1787,-7.100315779,-3.961177521
M1788,-6.025632438,-4.429723099
M1789,-6.785276839,-3.589088373
M1790,-7.376028941,-4.844696235
M1791,-7.16025257,-3.618268625
M1792,-7.375354282,-3.824348731
M1793,-5.99268511,-4.274923227
M1794,-7.357769782,-4.43542935
M1795,-8.124784813,-4.833333694
M1796,-7.140870115,-5.314926655
M1797,-6.199547613,-4.296805887
M1798,-6.535696243,-3.455930646
M1799,-6.885140944,-4.4997482
M1800,-5.750216144,-2.89075223
M1801,-7.411398034,-4.621817925
M1802,-6.818674585,-2.501419324
M1803,-7.610283461,-4.484524685
M1804,-7.551541573,-3.930491856
M1805,-7.241037818,-2.995515096
M1806,-6.546668036,-3.136619181
M1807,-5.562111279,-4.530351177
M1808,-6.440740777,-3.482995299
M1809,-7.749754222,-4.780052864
M1810,-7.143608843,-5.194108359
M1811,-7.388110173,-3.537186355
M1812,-7.205060169,-5.21074941
M1813,-6.173837613,-5.496651458
M1814,-6.735823455,-4.042033366
M1815,-6.30589795,-3.030016505
M1816,-6.577583681,-3.147528902
M1817,-7.555020285,-5.046535578
M1818,-6.348427363,-3.97390183
M1819,-7.945271834,-3.43799039
M1820,-6.440147366,-3.318302488
M1821,-6.580253805,-2.907486301
M1822,-6.229699785,-2.889625321
M1823,-7.993819276,-3.400591556
M1824,-7.142545266,-4.997138112
M1825,-6.987460853,-3.972208364
M1826,-6.929753992,-4.965938134
M1827,-6.386550377,-3.136850369
M1828,-6.509514055,-2.780546533
M1829,-6.543588961,-5.401046563
M1830,-6.875028728,-3.415152106
M1831,-5.82679272,-4.239972828
M1832,-7.227568208,-4.334573471
M1833,-6.929196516,-4.622370989
M1834,-7.40368456,-3.115599618
M1835,-7.043069677,-3.731759185
M1836,-6.492088566,-4.083207152
M1837,-7.85913928,-3.707926985
M1838,-6.866348583,-3.290744731
M1839,-7.514372864,-4.608662243
M1840,-6.448130835,-4.556276334
M1841,-8.375767564,-3.518048403
M1842,-8.36886695,-2.890028952
M1843,-5.86299453,-3.124874805
M1844,-7.104594043,-4.080922455
M1845,-8.377787678,-4.932238812
M1846,-8.180296252,-5.639963904
M1847,-7.060845182,-4.648594334
M1848,-6.784829736,-3.209302739
M1849,-6.763718071,-4.38438927
M1850,-6.253105768,-3.801387808
M1851,-6.766940936,-3.851054477
M1852,-7.051438556,-5.541934259
M1853,-6.266570217,-3.124248894
M1854,-5.558795979,-2.582706488
M1855,-6.981314655,-4.027227701
M1856,-7.168367001,-3.300991461
M1857,-6.273067371,-4.530133587
M1858,-7.355057706,-3.582698401
M1859,-8.038155793,-2.513748077
M1860,-7.074541539,-3.081792248
M1861,-6.828315244,-4.489959059
M1862,-6.897944877,-4.713729299
M1863,-7.782659791,-3.962819649
M1864,-7.417858799,-4.165913417
M1865,-7.475641707,-4.043915188
M1866,-6.331461886,-3.110223634
M1867,-7.091560379,-3.84520314
M1868,-6.545417075,-2.835183745
M1869,-6.581039473,-4.030071913
M1870,-7.134750389,-4.093264812
M1871,-8.386559255,-3.444760118
M1872,-6.745943211,-3.701609219
M1873,-6.507235281,-4.146931299
M1874,-7.526817861,-5.111711354
M1875,-7.011842229,-4.781466466
M1876,-7.309164927,-3.56820147
M1877,-5.80906564,-3.619575023
M1878,-7.021398454,-5.027527182
M1879,-6.857257571,-3.916064167
M1880,-7.73346716,-3.629451153
M1881,-7.514759252,-4.822671019
M1882,-7.949593818,-4.698750673
M1883,-6.489990095,-3.164170404
M1884,-6.574969202,-5.227588224
M1885,-7.579799769,-3.687429453
M1886,-4.978648999,-3.315358037
M1887,-6.356605214,-5.253880102
M1888,-6.715947673,-4.091132303
M1889,-5.658671276,-4.822666136
M1890,-8.718981304,-3.937026542
M1891,-7.063744387,-4.295516126
M1892,-7.017276032,-5.155653509
M1893,-6.860044768,-3.567421942
M1894,-7.726820264,-3.582687804
M1895,-6.629443216,-4.432906133
M1896,-8.551983158,-3.630487234
M1897,-6.924808531,-4.941022692
M1898,-6.692763411,-4.864335728
M1899,-7.028695385,-4.807407926
M1900,-6.744983576,-4.076529631
M1901,-7.534588335,-4.366936331
M1902,-6.615333164,-2.662091088
M1903,-7.262246334,-4.049774222
M1904,-8.161411261,-3.606715244
M1905,-7.217160021,-3.598149806
M1906,-7.433960122,-3.73978651
M1907,-7.71721383,-3.865814287
M1908,-6.646501043,-3.129140376
M1909,-6.971668821,-4.814911858
M1910,-7.178311161,-2.855311215
M1911,-7.383415143,-3.519569224
M1912,-5.826384235,-4.804640638
M1913,-6.178897986,-3.22288989
M1914,-7.13234292,-3.172205362
M1915,-6.93939915,-2.804870336
M1916,-5.941207929,-4.294220792
M1917,-5.744710496,-2.852435588
M1918,-6.228165619,-3.815572042
M1919,-7.228093219,-5.024438148
M1920,-7.407970445,-4.543319688
M1921,-6.473888934,-3.349358393
M1922,-7.604614022,-2.744929582
M1923,-7.749612906,-4.828206233
M1924,-7.248665759,-4.077823103
M1925,-6.3308843,-4.459736065
M1926,-6.888502844,-2.684186102
M1927,-6.828540735,-4.627256614
M1928,-6.212675226,-3.067945996
M1929,-6.835760457,-4.437201192
M1930,-7.796993735,-3.456324783
M1931,-6.410534453,-4.926977589
M1932,-6.666560715,-2.949806344
M1933,-7.061872783,-5.542032001
M1934,-7.28912494,-3.774239708
M1935,-7.381208315,-3.705296886
M1936,-7.01680468,-4.574490796
M1937,-7.56035956,-4.676521127
M1938,-7.358533256,-3.57345626
M1939,-8.040672762,-4.725347985
M1940,-7.363049323,-4.019766263
M1941,-7.485260336,-5.973836756
M1942,-6.595643756,-5.456734685
M1943,-5.981523126,-4.03132719
M1944,-6.275160605,-3.217431504
M1945,-6.26722356,-5.154652512
M1946,-6.526652619,-3.524932949
M1947,-6.617383773,-3.653973727
M1948,-6.475007928,-4.411928004
M1949,-7.510887283,-4.016747262
M1950,-6.416758288,-2.466080893
M1951,-7.83898531,-4.98040671
M1952,-6.566858567,-3.663930357
M1953,-7.582688846,-3.854714526
M1954,-7.679346368,-3.77454066
M1955,-7.317457557,-4.004116338
M1956,-7.911895254,-3.803027643
M1957,-6.988817641,-4.175937471
M1958,-6.222538576,-5.185421624
M1959,-7.174561724,-4.40881133
M1960,-6.653008857,-3.835890088
M1961,-6.886573755,-3.818849646
M1962,-6.151725311,-3.577440508
M1963,-7.110820907,-2.445324251
M1964,-6.794920275,-5.157891441
M1965,-5.272599921,-3.523712653
M1966,-6.197636363,-3.904919485
M1967,-7.65369018,-4.026591216
M1968,-6.216145561,-4.485196062
M1969,-7.646958717,-4.08926751
M1970,-6.993065128,-3.523746709
M1971,-6.797443201,-3.701649782
M1972,-6.390997868,-5.123968632
M1973,-7.278083253,-3.365652474
M1974,-6.623499556,-3.8253401
M1975,-5.761184317,-2.674040252
M1976,-8.333839496,-4.778665062
M1977,-7.753723686,-4.505429241
M1978,-6.163541374,-5.226530755
M1979,-7.20576392,-3.997471381
M1980,-7.026724467,-3.303398997
M1981,-6.353245804,-4.335278548
M1982,-5.443857198,-4.363370953
M1983,-7.911326786,-4.206261819
M1984,-7.636293589,-4.112384938
M1985,-7.054250119,-3.283538763
M1986,-6.999642687,-3.988873684
M1987,-6.92520119,-4.337859947
M1988,-7.218725174,-3.55572784
M1989,-6.146247323,-4.955106633
M1990,-7.636692975,-3.58096264
M1991,-6.857216356,-4.14454868
M1992,-6.307176787,-2.502443562
M1993,-6.737360297,-4.454169642
M1994,-7.435488346,-3.703485431
M1995,-6.915611504,-3.917494256
M1996,-7.22217723,-4.756544934
M1997,-7.419778697,-3.387131317
M1998,-6.052792262,-5.558397159
M1999,-7.138367358,-5.362277914
M2000,-7.404601372,-4.916716264
M2001,-6.216626138,-2.84852787
M2002,-6.409618281,-4.146400314
M2003,-7.750831814,-3.549214151
M2004,-7.107852274,-2.435913035
M2005,-7.446043869,-4.046078395
M2006,-6.860054847,-2.1510925
M2007,-5.739193117,-3.290461353
M2008,-7.525999787,-2.683339628
M2009,-5.830726871,-3.705766837
M2010,-7.27916331,-2.5471148
M2011,-7.39115032,-3.000846329
M2012,-6.634221647,-2.247563275
M2013,-6.57452559,-3.32804666
M2014,-6.832122373,-3.441213025
M2015,-7.880473631,-3.453646714
M2016,-7.414790386,-1.815175508
M2017,-7.520793074,-3.197826855
M2018,-7.307504642,-3.965407711
M2019,-7.469251894,-2.430859685
M2020,-6.744526504,-2.98502854
M2021,-6.393075703,-3.213523367
M2022,-7.150400421,-2.689909537
M2023,-6.667458361,-2.467512357
M2024,-6.544671523,-3.382307092
M2025,-6.919694404,-2.93346147
M2026,-7.163536898,-3.186392947
M2027,-7.325576591,-3.346860005
M2028,-7.697862731,-2.714685201
M2029,-7.164110437,-2.567179805
M2030,-6.904297675,-3.822082298
M2031,-7.112024874,-2.333923479
M2032,-6.869257512,-2.910696135
M2033,-6.97225702,-3.141621387
M2034,-6.59780502,-3.953088679
M2035,-7.378300566,-3.154327146
M2036,-7.071046095,-3.041735862
M2037,-6.85476125,-2.937720576
M2038,-7.225650775,-3.261900689
M2039,-6.831733356,-2.444343
M2040,-8.064671285,-2.059182888
M2041,-6.724853311,-2.253822177
M2042,-6.722906266,-3.138329564
M2043,-7.000712492,-2.798637707
M2044,-7.211763252,-2.755967236
M2045,-7.259794753,-3.373079455
M2046,-8.022864462,-3.006892336
M2047,-6.342569958,-3.353831123
M2048,-6.618536731,-2.958746668
M2049,-7.652310591,-2.033977753
M2050,-7.886359258,-3.112220623
M2051,-7.231149649,-3.438456832
M2052,-6.591498005,-2.173536898
M2053,-6.500410391,-2.47615907
M2054,-6.679241058,-3.315240992
M2055,-6.539185259,-3.442198708
M2056,-5.947067398,-2.153462847
M2057,-8.022587465,-2.981177756
M2058,-6.718295065,-2.888847179
M2059,-7.032582307,-2.790430855
M2060,-7.449324989,-3.37743476
M2061,-6.569941575,-2.34667019
M2062,-7.003307741,-1.588117959
M2063,-6.279931409,-4.492694672
M2064,-7.620410283,-2.881220657
M2065,-7.508540653,-2.432783295
M2066,-6.739946778,-3.477501797
M2067,-7.532514388,-2.946158079
M2068,-6.927260428,-2.897644046
M2069,-7.241142934,-3.359850265
M2070,-6.341993006,-2.576059156
M2071,-6.737995211,-2.271089994
M2072,-7.244202814,-2.866064555
M2073,-7.3832141,-2.77820253
M2074,-7.24292872,-3.327900692
M2075,-5.563682526,-2.328906178
M2076,-7.029773808,-3.05416235
M2077,-7.121545545,-2.735605913
M2078,-7.118520431,-2.295142955
M2079,-6.090210384,-3.178344091
M2080,-8.039324865,-3.116510147
M2081,-6.332516492,-2.945665845
M2082,-7.431568616,-3.13398931
M2083,-7.164019347,-3.761357176
M2084,-6.593557348,-2.710557487
M2085,-7.561870493,-3.864920253
M2086,-6.74456989,-3.182671802
M2087,-7.044725862,-3.845034787
M2088,-7.839284372,-2.219131047
M2089,-6.884616338,-2.948765708
M2090,-6.65176617,-2.712628133
M2091,-6.617284442,-3.157702231
M2092,-7.339588975,-2.047895944
M2093,-7.009682576,-3.24238916
M2094,-6.626606461,-2.308978225
M2095,-6.679938183,-2.308124932
M2096,-7.233604453,-3.315357038
M2097,-7.763000673,-2.742384653
M2098,-6.836439363,-2.924039897
M2099,-6.809518921,-1.731006136
M2100,-6.100979034,-3.596531717
M2101,-7.932280475,-3.950729163
M2102,-7.212574974,-2.813489597
M2103,-6.739463427,-3.581765042
M2104,-7.060886812,-3.353489488
M2105,-5.782739209,-2.801139975
M2106,-7.220327127,-3.778831874
M2107,-8.418264909,-2.356978531
M2108,-6.562084993,-2.747156025
M2109,-7.839412456,-2.146554708
M2110,-6.211067778,-3.18711059
M2111,-6.757704775,-2.452182818
M2112,-7.206499737,-3.671346178
M2113,-7.588038554,-2.855499433
M2114,-5.885592748,-2.325946513
M2115,-6.814276928,-3.388926231
M2116,-7.293461636,-2.947577357
M2117,-7.416929979,-2.019192486
M2118,-7.108235561,-3.470703814
M2119,-6.246229993,-3.666233505
M2120,-5.853553829,-2.439833092
M2121,-6.983684223,-3.014092365
M2122,-6.743722338,-3.660407293
M2123,-6.805981098,-3.536226095
M2124,-7.98938082,-2.792238741
M2125,-6.915797208,-2.853069685
M2126,-7.298825643,-3.210947002
M2127,-7.256663815,-2.862564022
M2128,-7.090524606,-2.661340542
M2129,-8.734486035,-3.438580981
M2130,-7.440725237,-3.191855925
M2131,-6.54627087,-3.435394076
M2132,-6.927524294,-2.19606656
M2133,-7.309543388,-3.767215851
M2134,-7.204515051,-2.031539581
M2135,-7.647995291,-3.341861208
M2136,-7.418433347,-3.001218914
M2137,-7.349798028,-2.425476543
M2138,-7.111675248,-2.557330743
M2139,-6.647223629,-3.204836589
M2140,-7.012624838,-2.466853604
M2141,-7.047856785,-3.707834153
M2142,-7.501308871,-2.171115124
M2143,-6.412827953,-2.303733602
M2144,-6.858713253,-2.988892438
M2145,-6.660371355,-2.757664611
M2146,-6.868425848,-2.412295749
M2147,-6.515373392,-3.196641583
M2148,-6.092483956,-2.672755681
M2149,-7.258980054,-2.587680816
M2150,-6.674463651,-2.776829383
M2151,-6.592420065,-3.85231934
M2152,-7.005260147,-3.201399888
M2153,-5.85283521,-4.185745774
M2154,-7.587169513,-3.229806877
M2155,-7.291677522,-3.473914683
M2156,-6.953261229,-3.057624229
M2157,-6.984279398,-2.773555956
M2158,-7.133670324,-2.501991296
M2159,-7.2878233,-3.08589997
M2160,-6.505247612,-2.975913959
M2161,-7.036241996,-2.392030012
M2162,-7.484058298,-2.221972126
M2163,-5.972297319,-2.869444917
M2164,-6.452704989,-2.4832461
M2165,-6.106694976,-3.437940599
M2166,-7.016048829,-2.048627027
M2167,-5.850505459,-3.397663533
M2168,-6.448193735,-3.460520673
M2169,-8.084859212,-2.677125413
M2170,-7.75918471,-3.03919953
M2171,-6.649821631,-3.951894662
M2172,-7.069712775,-2.353519292
M2173,-7.086287361,-2.582876751
M2174,-6.355138266,-2.011424884
M2175,-5.97868658,-2.823095796
M2176,-6.765258798,-2.577010343
M2177,-6.923601056,-3.690870232
M2178,-5.649441386,-1.884321106
M2179,-7.006406759,-1.577124861
M2180,-7.270329509,-3.228791981
M2181,-7.357029747,-3.416868714
M2182,-7.44140175,-2.399933842
M2183,-6.950982963,-3.681167419
M2184,-7.516514178,-2.907834376
M2185,-8.115046289,-3.080891111
M2186,-7.770932134,-2.504021998
M2187,-6.738278701,-4.181307399
M2188,-6.345230318,-2.925937302
M2189,-6.278438685,-2.842850062
M2190,-5.612281821,-4.062657189
M2191,-7.650387608,-3.095304098
M2192,-6.181279459,-2.622494617
M2193,-6.950991866,-3.76546227
M2194,-7.280669336,-3.180023911
M2195,-7.255827806,-2.881890464
M2196,-6.466225219,-3.313550425
M2197,-6.610149986,-2.056091809
M2198,-8.08370716,-2.53833883
M2199,-6.385182161,-3.347255093
M2200,-6.504860642,-2.801026283
M2201,-7.141799359,-2.322710042
M2202,-7.58875952,-2.851068505
M2203,-7.461752939,-2.665846617
M2204,-7.741673725,-2.614115581
M2205,-7.030128824,-2.556512806
M2206,-7.233198401,-3.793646757
M2207,-7.187167067,-3.406076141
M2208,-6.86718118,-3.211732739
M2209,-7.178394991,-3.958457214
M2210,-8.018316836,-3.841130911
M2211,-7.359225574,-2.785412654
M2212,-7.314008087,-2.784654253
M2213,-8.029497307,-2.445240641
M2214,-6.468593286,-2.780641357
M2215,-8.299987223,-3.46006936
M2216,-6.746723872,-3.009434142
M2217,-7.176885458,-3.429907024
M2218,-7.218550796,-2.47970529
M2219,-6.611406393,-3.906570251
M2220,-7.182119325,-2.484331835
M2221,-7.13610276,-2.701141821
M2222,-7.522948501,-2.536143812
M2223,-6.3245443,-3.347170945
M2224,-6.405028727,-2.881721071
M2225,-6.588137647,-3.024620575
M2226,-6.681247425,-3.906509576
M2227,-6.564137775,-2.709129564
M2228,-6.583447681,-2.734442951
M2229,-6.763539628,-3.445863026
M2230,-6.621025518,-2.255982555
M2231,-7.425462034,-4.059073549
M2232,-6.982392004,-3.246596488
M2233,-6.669773855,-3.23449807
M2234,-7.435289578,-3.428229942
M2235,-6.999541377,-3.398366819
M2236,-7.112506788,-2.710171812
M2237,-6.255145458,-3.524277271
M2238,-6.716507025,-2.958671738
M2239,-6.343316554,-3.255073268
M2240,-6.626397946,-3.077017447
M2241,-6.394459714,-1.840590737
M2242,-7.05669834,-3.325114558
M2243,-6.930908315,-2.468687216
M2244,-7.376894194,-2.977278788
M2245,-6.767456521,-2.981112243
M2246,-5.155436285,-4.14156611
M2247,-6.941448183,-2.387535985
M2248,-7.027356783,-2.907285858
M2249,-6.485046594,-3.260409758
M2250,-7.938171249,-2.977543577
M2251,-6.323062987,-3.065404541
M2252,-7.508543024,-1.900786111
M2253,-6.659495703,-3.664107695
M2254,-6.834041847,-3.336919867
M2255,-7.040215145,-2.842316421
M2256,-7.430366939,-1.887501787
M2257,-6.749612968,-2.845598271
M2258,-6.325264055,-2.333317867
M2259,-6.590414056,-2.548428393
M2260,-6.162345008,-2.568632642
M2261,-7.83315349,-2.227476601
M2262,-6.988442512,-1.625262265
M2263,-7.810212088,-2.911448973
M2264,-6.931218699,-3.174012075
M2265,-6.675020947,-2.887671458
M2266,-7.460599518,-3.181908986
M2267,-6.230304951,-4.386806623
M2268,-7.284913827,-3.069570537
M2269,-6.625941372,-2.899296409
M2270,-7.208618421,-3.219779258
M2271,-7.454994471,-3.130124194
M2272,-7.442299073,-2.258257549
M2273,-7.870621457,-2.950487957
M2274,-6.087547757,-3.017938705
M2275,-8.468342339,-3.396807577
M2276,-7.774027844,-3.3343463
M2277,-8.190744274,-3.060541894
M2278,-7.805768088,-2.923243907
M2279,-8.675103206,-2.766834477
M2280,-6.638688196,-2.018854549
M2281,-6.975734377,-2.186061149
M2282,-7.618550604,-3.718317982
M2283,-7.78058535,-1.946046711
M2284,-7.79078742,-3.591299206
M2285,-7.167073264,-1.457273139
M2286,-8.213255795,-2.880427804
M2287,-6.755962094,-3.263236672
M2288,-7.053895631,-4.21278204
M2289,-7.205357452,-3.238788457
M2290,-6.608664538,-2.074713537
M2291,-6.792553073,-3.247596258
M2292,-7.206811414,-3.270492332
M2293,-6.981528432,-3.787805988
M2294,-7.080008713,-3.704352702
M2295,-7.375622409,-3.347211733
M2296,-6.33313616,-2.783981843
M2297,-6.278700244,-4.23737068
M2298,-6.956570886,-2.599587197
M2299,-7.616048543,-3.28866799
M2300,-7.703782293,-2.517403114
M2301,-6.84939747,-3.002607439
M2302,-7.158773326,-3.265616081
M2303,-7.487914464,-2.698341725
M2304,-6.92078993,-2.696907743
M2305,-7.710791017,-1.784927371
M2306,-6.795747667,-3.780721602
M2307,-7.955256051,-3.421218392
M2308,-8.472258001,-3.734067954
M2309,-7.124872347,-3.342074657
M2310,-7.589157931,-3.303236407
M2311,-6.08132853,-3.264856707
M2312,-6.176398179,-3.281355996
M2313,-7.367270744,-3.306232397
M2314,-7.580042214,-3.142279098
M2315,-7.12983724,-2.74305885
M2316,-7.189649477,-2.331773566
M2317,-6.168809543,-3.218975166
M2318,-7.208977195,-1.903542588
M2319,-6.276693412,-2.476345526
M2320,-6.25765391,-2.26819869
M2321,-5.488165877,-3.588120341
M2322,-7.227670081,-4.096912462
M2323,-7.285161125,-2.803833338
M2324,-5.994564792,-2.793402927
M2325,-7.443021401,-4.020157287
M2326,-8.089301782,-3.891524222
M2327,-6.94796301,-2.788762698
M2328,-6.699845497,-2.37812975
M2329,-7.217788498,-2.18619213
M2330,-7.210415229,-3.550957771
M2331,-7.817745957,-2.637226675
M2332,-5.966317642,-2.631453372
M2333,-6.879176709,-3.019245097
M2334,-7.328612075,-3.631122444
M2335,-6.758912582,-3.662686169
M2336,-6.499362995,-2.555688921
M2337,-7.628978027,-4.009240275
M2338,-6.864842074,-3.17695817
M2339,-7.289421838,-2.915714896
M2340,-6.00957079,-2.34421868
M2341,-6.90464455,-3.215490202
M2342,-7.674811228,-3.835492042
M2343,-7.066638086,-2.791175718
M2344,-6.730569413,-3.431796405
M2345,-5.739649975,-1.933511809
M2346,-6.976259519,-3.520765218
M2347,-6.657056451,-2.897397042
M2348,-6.279564309,-1.774550817
M2349,-6.694736817,-2.367534092
M2350,-7.521857026,-3.010149417
M2351,-7.096638733,-2.712500735
M2352,-7.394694968,-1.55835288
M2353,-6.575948899,-2.159613457
M2354,-6.075809703,-3.79704006
M2355,-7.013164988,-2.889171488
M2356,-6.367142954,-2.361087019
M2357,-7.418054693,-3.920909726
M2358,-6.904419166,-2.826797354
M2359,-7.105882081,-3.040898235
M2360,-6.021844474,-2.826976109
M2361,-6.823621646,-3.483045598
M2362,-6.5393721,-4.096191054
M2363,-7.204711964,-3.643459558
M2364,-7.380041584,-1.875064686
M2365,-6.763178216,-3.077840664
M2366,-7.491063158,-3.570918455
M2367,-7.81703781,-2.119284162
M2368,-7.181270436,-2.448608754
M2369,-6.040495312,-3.517556612
M2370,-7.235392662,-2.355029085
M2371,-6.867502935,-2.333762252
M2372,-7.356233117,-3.464255589
M2373,-8.230235754,-2.676068888
M2374,-6.999743744,-3.222444154
M2375,-5.983804062,-2.249519348
M2376,-7.198916982,-3.757239482
M2377,-7.690086737,-3.245120338
M2378,-7.594403335,-2.507526003
M2379,-6.781486076,-3.047720277
M2380,-7.252198777,-2.654164155
M2381,-6.409826989,-1.957472875
M2382,-7.165459107,-3.255815381
M2383,-8.251314331,-3.657494741
M2384,-7.263682758,-2.062628939
M2385,-6.572845317,-3.262439953
M2386,-6.384114333,-2.809029535
M2387,-6.229039254,-3.34917759
M2388,-6.399567814,-3.94127737
M2389,-6.355965192,-3.568401151
M2390,-5.8635805,-2.212657403
M2391,-6.079340572,-3.249085355
M2392,-6.894646856,-3.090109683
M2393,-7.285670662,-2.819977357
M2394,-7.16784916,-2.293909093
M2395,-6.578421787,-2.908561646
M2396,-6.275095099,-3.155093512
M2397,-7.148535582,-3.511482651
M2398,-6.092397708,-2.650310971
M2399,-7.434968279,-4.252984048
M2400,-7.279198677,-3.704989118
M2401,-7.232170526,-2.558205118
M2402,-7.397170238,-2.731878352
M2403,-6.478059227,-3.766103949
M2404,-7.112251542,-2.677789901
M2405,-5.889077644,-2.718318433
M2406,-7.003677116,-3.710580881
M2407,-5.880231847,-3.043066179
M2408,-8.457981057,-2.038746585
M2409,-6.782909942,-3.296112474
M2410,-6.829909912,-3.808527564
M2411,-5.838886622,-2.904746928
M2412,-6.842965601,-3.336092839
M2413,-5.932503069,-3.215223269
M2414,-5.864358489,-2.753901769
M2415,-7.372189463,-3.032899925
M2416,-7.714393989,-3.228864868
M2417,-6.485083592,-3.619036281
M2418,-7.489046196,-3.492150832
M2419,-7.094291916,-3.614106541
M2420,-7.342737269,-3.363098848
M2421,-6.939513606,-1.943686467
M2422,-6.642145049,-2.911407438
M2423,-6.572677745,-3.329612708
M2424,-6.918615201,-3.076718674
M2425,-7.56814519,-2.852803102
M2426,-7.508156627,-2.834355427
M2427,-6.824618345,-2.808769253
M2428,-8.310580592,-2.345676042
M2429,-7.704666809,-3.206329223
M2430,-7.939461276,-2.786930155
M2431,-7.196768056,-3.371169213
M2432,-6.708867211,-4.115370103
M2433,-5.581149861,-3.34316181
M2434,-7.002476198,-2.14921359
M2435,-7.640582959,-3.212756951
M2436,-7.272129288,-2.386871997
M2437,-6.725067241,-2.638908216
M2438,-6.386891905,-3.358350471
M2439,-7.275444864,-1.851986716
M2440,-7.002765909,-2.475940861
M2441,-6.288482973,-2.458453677
M2442,-6.865756369,-3.545780217
M2443,-6.951764712,-3.388244968
M2444,-7.198640541,-2.612134185
M2445,-7.230776911,-2.280148221
M2446,-6.365197862,-3.015828043
M2447,-7.318995702,-1.972838924
M2448,-7.02836229,-3.076679366
M2449,-7.620291605,-2.569167238
M2450,-6.637752752,-2.997979991
M2451,-6.850494322,-2.343629431
M2452,-6.735073744,-3.19624764
M2453,-7.01615572,-3.018831143
M2454,-7.445258992,-3.904989102
M2455,-7.051188979,-2.818647439
M2456,-7.77046541,-2.946158553
M2457,-7.203157438,-2.683142835
M2458,-5.615686156,-2.797080308
M2459,-5.996612114,-3.401601063
M2460,-6.479334644,-2.601577149
M2461,-6.737161383,-1.433905472
M2462,-6.504066785,-3.384878388
M2463,-6.766299537,-2.440628796
M2464,-6.440949894,-3.346659806
M2465,-6.276542171,-3.545055628
M2466,-7.612754648,-3.673687118
M2467,-7.114593652,-2.654779292
M2468,-7.016290502,-2.980053526
